actor_id,actor_name
36qWnokCU1VOdSyrmGbTxzGou44,Sally Field
bcuX5Rx1G6iqiupBuEr6JyEgyhR,Don Ameche
lxxixlFMNH0JuA9K0K3mJmigYcc,Fred MacMurray
8DVERsEW1C2B9vhqjsASLidonQB,Jean Hagen
3UFrcRbz8D37jAzpIOyeh0ZN1Ck,Tommy Kirk
jMqhI1NeTwgdKsrj9vMshk1r5hP,John Mills
ilzwbgMD8rHZ1wNKI4Roi4GNrGi,Dorothy McGuire
yv6fJk944okWVyCRS5jUaZI6HgF,James MacArthur
mvnrDGmfEDDvjscI1l7W12Xxzg0,Hayley Mills
tS0v6RVYqVywRl8eYICNnubq9Qw,Dean Jones
9HS7y9bMzMnymK6oxUYnQ1kjXT8,Dorothy Provine
tsuLHw2TD8EtvIAEgYQu9l2kQkC,Kirk Douglas
51I4YwgDbMjg2YB1V4QPMUxELfg,James Mason
uPN8hpMtacoFylb0Ez9j800bilZ,Paul Lukas
uhLVZV2rH0nnXwQKtsIT0qGsTyg,Leon
ay9TrCpZKzOHo40YTILY342qD0w,Doug E. Doug
t4BbM1vpXiMWXCUWdT9PSdamIhG,Rawle D. Lewis
2PJbpI9AyuhG4SWUIDxZwuBnuMb,Danny Glover
rjJVgRVygeIUNhP2OWyGBPM9c3u,Brenda Fricker
4U9G4YwTlIEbAymBaseltS38eH4,Joseph Gordon-Levitt
bzyZ3oWwXwWFj7bGZOQyY8x9axC,Ilene Woods
0Eleanor Audley,Eleanor Audley
ffqjAUeXx85LrS571Ex0zys7si7,Verna Felton
qZt4J4yj645Ted9C38DzwQiQZYc,Sterling Holloway
6vfLLGeGuO6Ko0VRnyhgE2v6RUu,John Fiedler
aZjzqTlzhBpcXogubUP8wcPE4Da,Paul Winchell
qZt4J4yj645Ted9C38DzwQiQZYc,Sterling Holloway
x2g2hbu4RRIcn6Q5RT8gpWR1FKV,Clarence Nash
yCgHRSx4HessPgJZn8GIWEXtyY3,Joaquin Garay
wTfs139hMZ4hOYDsbfdmevpHacn,Sebastian Cabot
5VZ6exiXp5PY7EhgyPEeUHfB7wJ,Karl Swenson
wfMbR7I6xjzO8n1y0wv0rRop4Fc,Junius Matthews
bykmxJHLfbFM3NT05RZXhx8YTzF,Kevin Costner
oIciQWr8VwKoR8TmAw1owaiZFyb,Morgan Freeman
vbZ1E557K5oj34xLHR5ErO8wPCi,Mary Elizabeth Mastrantonio
kTXM2KfsXh2vSav0s9vaDKfs4lR,Julie Andrews
zSd2C032XaQvUg1g88W4KWOIpsz,Dick Van Dyke
8T7Fg6nrZawCSic2hCGWmowh4fM,David Tomlinson
qZt4J4yj645Ted9C38DzwQiQZYc,Sterling Holloway
c5iPC1oUMmFMXsM8qjYeYOs6P75,Herman Bing
0John McLeish,John McLeish
0Sean Marshall,Sean Marshall
vOB0hpMFKfXVx1FHA3YExR70q3S,Helen Reddy
jY39nfl69anaIrHcCLQUyOKOccz,Jim Dale
fMAigMOfERlIAOUVlStRjq2COD6,Angela Lansbury
8T7Fg6nrZawCSic2hCGWmowh4fM,David Tomlinson
662lMePzVeUicNvQPXpfq2ezEfN,Roddy McDowall
dHQ51n2i2vjdt4bdgAYXWvJQips,Kathryn Beaumont
u0eEj1uzQNmSPQgBDcgGJaIHILR,Ed Wynn
7ot3ANjb8ZXk165XRAoxwRZUqRG,Richard Haydn
eYuayEC3xhXQf3Z1Cy6AVMEcgZb,Mickey Rooney
6g1d98oH4miG4k0ZiZWmF3Dt0bO,Kurt Russell
lgTte8XNXsh9VNysSbvjdWJEfyC,Pearl Bailey
xOiK8Sdl4TPprEIyzTWZ8hoVmOe,Kiefer Sutherland
hN2PiGapyp3zxMGXSk5Tk9pOo6T,Reese Witherspoon
fA2K4CE8KV53UOTCvhvtfR2aQ1J,Wolfgang Bodison
kTXM2KfsXh2vSav0s9vaDKfs4lR,Julie Andrews
iZh3s9Vy9vYD4DYnAda6C1kdeco,Christopher Plummer
6DaMZRysE4P1suVteacZTWKPzcC,Eleanor Parker
jLnMgbZ6FnBsZBPkFzvEXk9A1SW,Bruce Willis
10JhoIaKHQGG0DNbQECTI4gHNn9,Bonnie Bedelia
78x1ceFIKI8DHfEEj9dg4JrGwPa,Reginald VelJohnson
76QqFsudog6r7s2dzr9pcU8tFyD,Jeff Fahey
dzXVwwJLPwiZeXOnf7YxorqVEEM,Pierce Brosnan
uBY9QkFSjP8dhIqC7FoMif7X25u,Jenny Wright
9YR6zY2KjPnNh8cqfhAjpqj16e2,Bob Hoskins
ey1hF8BPRIosiFQekASnkZgOu2h,Patricia Arquette
2aiaMmDXEbzSkevEI3iVKLuWeCt,Jim Broadbent
zDXpquJ2lmXh9rYlyzIL9L7REfw,Timothy Spall
yUq4vKJ3SmvDZNKvXmA4OdXehDj,Brenda Blethyn
ggAAGN9ei8hggTwDVO4sjZpIS6t,Marianne Jean-Baptiste
nVDihOvsSm7kmeyHLtAcEzrrSYC,Tom Everett Scott
zVyoR2ZNiVGymjZK4MMJHIdpxoW,Tom Hanks
rwrPdKGwXnByxUVMxMf8Y7oswi3,Steve Zahn
paHKF5w1Yr0fIL1eKVMDQOmZB1n,Peter Gallagher
oGUmQBU87QXAsnaGleYaAjAXSlj,Michelle Pfeiffer
swqZ0qKG5jrQgHLTbsrA9j0XjWm,Claire Danes
iykemsItA72htve9ROYtH8I0n01,Linda Henry
rxuXORXQTkKP6pC3gM1P8tjfBc1,Glen Berry
c1STlZFVfWO5TBJtdekfFQnSDRQ,Scott Neal
bx9ufx5cS7FfHDFFeT71syBh428,Geena Davis
mXN4Gw9tZJVKrLJHde2IcUHmV3P,Samuel L. Jackson
7CbBGobt0fMDLgwJa1v5xcPrS2Z,Yvonne Zima
4iA9QztvUnhf3YS2U0Z3lieTknc,Michael Douglas
uqX8JxI6bWs1I3BOAtzJJD0DDo6,Val Kilmer
d5yLk0PK8q7EKR3E3G2txO758IW,Tom Wilkinson
fMDFeVf0pjopTJbyRSLFwNDm8Wr,Al Pacino
5yteOSY2lgGOgSWmRTlxqfY59MS,Winona Ryder
8ERAowTTGib0IjSGr2jI5mrhm2O,Kevin Spacey
lQKdHMxfYcCBOvwRKBAxPZVNtkg,Steve Buscemi
eM7KGAMCmZCzYDFV8gaSfknN675,Chloë Sevigny
dm3Ci8XuVYZBqqlYtaLgth94VUe,Carol Kane
dofk0Y9YnGfoakFOonxoyFD7LOC,Ashley Judd
1M1HIpOYeRpWGQBLwGlPcuHNKsk,Luke Perry
p6I8h1hxVhmVXL3I1VvitkTErGY,Bruce A. Young
552luZvO9bR8xIOMCMFZAVBwXNH,Ossie Davis
zX8lrPMMC6Uh1ZrNkcrvempl02X,Charles S. Dutton
erHQWSAjuMG4hy3nkuNTosxKReA,Andre Braugher
npEqnIw321opMKuu3lsFNKNKQdX,Charlie Sheen
pvk7fjJNg9kZQTeuG6ZlfJ8t2Ze,Donald Sutherland
zRQSWGCmVkYC7s0WxSJla5R4dPX,Linda Hamilton
dgIrPQjcdfCnKiGc8ugg5W3GzFX,Kate Winslet
848SScSMTnjiOJRM7McbGiaEo1Q,Christopher Eccleston
ljmFT9zYqh4k2bmEcNU6rxoE7fW,Liam Cunningham
pahtuRDpaopvO6rH1RYS2omrO8L,Julia Roberts
a5tOOHdsrKSabKwdzDOYqeTp446,Alan Alda
wcPQgZLDibuej1RwNTy1R2U2ZJw,Woody Allen
wo2hJpn04vbtmh0B9utCFdsQhxM,Leonardo DiCaprio
swqZ0qKG5jrQgHLTbsrA9j0XjWm,Claire Danes
2P0LTIKMUZn7BG1q9S9e5FZFZkn,John Leguizamo
A9fJ88dfXZGpgFTnQIK0bOtjMrj,Vince Vaughn
8MtRRnEHaBSw8Ztdl8saXiw1egP,Jon Favreau
avYdNkeg1oTvmrNJbFDcTlBCkKs,Heather Graham
ajNaPmXVVMJFg9GWmu6MJzTaXdV,Brad Pitt
cT8htcckIuyI1Lqwt1CvD02ynTh,Robert De Niro
rjX2Oz3tCZMfSwOoIAyEhdtXnTE,Kevin Bacon
wOIqHtaYQ2BwzAJsRcnVJCC0TGz,Scott Weinger
cc7LSz7zDTyB7hGtPiBBSuJVDh6,Linda Larkin
iYdeP6K0qz44Wg2Nw9LPJGMBkQ5,Robin Williams
6gw9PCrKi19I5QOwjEPaOYW9uLI,Fred Astaire
ah4nyaNUOMZwmGbDOAtN8S8J6ap,Ginger Rogers
t6G79n8HHlMyKYygro3RWisMxlC,Edward Everett Horton
9nvmm7affMwv00g8espZw9FJE7Y,Robert Young
4SpuhiEDFXqONdtUbqW7HMyo5Nb,Robert Mitchum
hQslaHI5bSdUHMnauG8JeiIPluz,Robert Ryan
sP7NLsC5ZnFDBSyGhFJuWn6PAIY,Gene Wilder
a3jbe78Rs8gjJrFxl0PoVtayNbf,Peter Ostrum
4Gw04zWMM6EpEJZqiZnVDMDNsZ3,Jack Albertson
8yQXQlSOlHMZ9rLf9DP6YbWHjS0,Deborah Kerr
H4MMNUpJTpm0kW41IDF2dUw62s,Peter Wyngarde
rqkCDzV1hqsTCy7wsxZXNtdmcrm,Megs Jenkins
wcPQgZLDibuej1RwNTy1R2U2ZJw,Woody Allen
7gEdH5vGwpUpogscTb2JivnoRBb,Diane Keaton
8NjkFDDJHrEOSRIuvyoWhlHs0X1,John Beck
wcPQgZLDibuej1RwNTy1R2U2ZJw,Woody Allen
smrLNcvGJgR60iAwHnov1a7EwYa,Louise Lasser
rLVbFRqXQTj8qCU94KJoN9tDY55,Carlos Montalbán
kg63gNYQtGPi2fSNIvCnVAclCbi,John Cleese
9KWvPVeiLOXlOGl0XVyHZtJWQtx,Jamie Lee Curtis
pq1DXX3K0EZZrMn99MbxXcCXkFk,Kevin Kline
qmTXDGNxuuwQ4IGNHwxmCdjuTGk,Graham Chapman
kg63gNYQtGPi2fSNIvCnVAclCbi,John Cleese
dnI56oXeTBmNgj6ibnUqoHvmau6,Terry Gilliam
kTXM2KfsXh2vSav0s9vaDKfs4lR,Julie Andrews
ebquWZIxVpCABQbD6F6l7eO0HiI,James Garner
geEkOOrrqYXZ6NEj62drfAR8kM0,Robert Preston
fUj0y9f69EYqWcGgjDhEcHlyzTW,Robert Redford
6TapQmC46mPDYrwm67tyJaEM97I,Peter Boyle
4WuaoFCSdffenrKeCJAIX0MmyJt,Melvyn Douglas
4yowflZgO62PGTPADoFzkYSrZv,Jack Lemmon
4aSmN9M4BbFJbNaMSnjGJHffehQ,Tony Curtis
tmYB8aXfb5fe2K1wquhRLfMGViu,Natalie Wood
4IDilrr21iRKv75QOwNKJPC3WgW,Warren Beatty
pJosGn38UGzAcTMvhvCanbe9cB5,Faye Dunaway
tKoA5p1EkdLzkj4DB8PCkxFxbg0,Michael J. Pollard
9HmmAYhUyQ3tG1ZqnqQwPNePZEM,Spencer Tracy
0Felipe Pazos,Felipe Pazos
vHR1bbJD1L1by6QduzHqXOQJzIk,Harry Bellaver
6IocDjOGnbZzZNZpDdbh58zCyfp,Ray Milland
aMist7cww3a8FxJDg1eXoUNJCDM,Grace Kelly
opnAIsyGG8Tgnr0KyrmHJxkFSxX,Robert Cummings
dY8mECHnrLvr4UQr61Ym78cakoA,Jennifer Grey
cjOI4kvoLIec0ZnqXibjSTDfq3y,Patrick Swayze
xsj8wntuztnaKattjpZUVFXp8nZ,Jerry Orbach
nmhafZ605lZjs1CLcr9nSletOSd,Harvey Keitel
qSizF2i9gz6c6DbAC5RoIq8sVqX,Tim Roth
69cqjkTNKI1muAfnvorfmWNVgIe,Michael Madsen
npEqnIw321opMKuu3lsFNKNKQdX,Charlie Sheen
ui8e4sgZAwMPi3hzEO53jyBJF9B,Willem Dafoe
ilPBHd3r3ahlipNQtjr4E3G04jJ,Johnny Depp
swlewiX5zUjF5za9JOFXIVrL3kH,Andrew McCarthy
tHTJUxFyI2PNwxp8EiRlmKNUdh2,Jonathan Silverman
bnzxmEpVmQT29okflCNwwLA63rz,Catherine Mary Stewart
4iA9QztvUnhf3YS2U0Z3lieTknc,Michael Douglas
j0F7ZFbnQpiHPtiAhWMD9wtuyFV,Sharon Stone
q7D9MDnMVc5PAm99853gszHwJy7,Jeanne Tripplehorn
uqX8JxI6bWs1I3BOAtzJJD0DDo6,Val Kilmer
veFWqcGqFiKdYMJ6uqYdabK9Jma,Meg Ryan
nRJxCJsIW1VSFWm0nvdxJdxMjB3,Kyle MacLachlan
8Ej68YWZ8P2Wwf2a0UXibqq9Mu9,Stephen Rea
1gvLTgrBpRreybxQ56dgjjKkVrh,Jaye Davidson
iPQXcRoLVz63FHS1fNh10jqXJBD,Miranda Richardson
fMDFeVf0pjopTJbyRSLFwNDm8Wr,Al Pacino
4yowflZgO62PGTPADoFzkYSrZv,Jack Lemmon
hzKy7x574eeUS3wt1R3yvWBRpeR,Alec Baldwin
vAzKggFbilf6eG1RY2lj6pdhrKl,Meryl Streep
pq1DXX3K0EZZrMn99MbxXcCXkFk,Kevin Kline
xo09hN0cqYh1V7z986yFOTdaKhU,Peter MacNicol
l5OZ4qrrRGnEPeNhZ8PcL5vhwOI,Henry Thomas
9lCZyAKiS7dfmByA1tsuk3wCCGa,Drew Barrymore
mSEI6Xki55h8MMj9OpVpTqHjXbK,Robert MacNaughton
eurF2C1e5GwG1EE8vdAf9IOFttK,Reginald Owen
8lSQRefIA5kNylZOF7anexkDxqQ,Gene Lockhart
kp8eIhg3QPkIeeVUPSsA7tqrvcD,Terry Kilburn
gThaIXgpCm3PCiXwFNDBJCme85y,Tom Cruise
ybMmK25h4IVtfE7qrnlVp47RQlh,Robert Duvall
qaO2MTBhIKcAJg2rjMmoKCIBcXF,Nicole Kidman
gThaIXgpCm3PCiXwFNDBJCme85y,Tom Cruise
7pA4DDaJh2y3oYBxgF4eJGpGd6o,Kelly McGillis
uqX8JxI6bWs1I3BOAtzJJD0DDo6,Val Kilmer
5oaDvEoQssXlDt1KSQVl0M4rgBn,James Dean
tmYB8aXfb5fe2K1wquhRLfMGViu,Natalie Wood
glfs6BXlFIMprrJSuiT74VzJIOJ,Sal Mineo
lRBRb22rXjz97HIqeB0S5x7aOB4,Vivien Leigh
vklkhX4QlRKnEG8ylhWzoBdcuev,Marlon Brando
9UyObdqdHExVjlcUrENM3SKH6uN,Kim Hunter
5s6UE6VjYx5TBDvyFk4vfOdS9GR,Naomi Watts
2m1ddsKk0gbmcsocLS8D9wRODIm,Jamie Renée Smith
ip0qMxkcUQeTArjqAH4PURWlGEd,Karen Black
5HRh3Ae5pbLB4sUgBz4Rzr9sSPJ,Jacques Perrin
xTEdpGdhEnM7sCx9pJBvCzonjh1,Kristin Scott Thomas
g0vIRDw0FemQlX0HGW94b4Kx8nz,William Forsythe
yDcqb6P6s3TAJR02ankw0DMtyfz,Vincent Gallo
kNCjIozZRvbntkRsuRq1xJSppYI,Adam Trese
ApgDL7nudR9T2GpjCG4vESgymO2,Christopher Walken
oglIon8B0nRvroShuMChPe5Vfwk,Chris Penn
jqWODx4bOiHmpiv0jXFhKwxxfnB,Annabella Sciorra
sIx8EAaGqEaveQtUrCzQOqmoY2J,Virginie Ledoyen
6uM8dPDqOE0PEPfDLoRbiABLeZQ,Benoît Magimel
9F9a5tIHxPV3EqX1Qvp0D5LLnvs,Dominique Valadié
kjQD9nNjcakYxOmXq1IG66y1RtU,Miou-Miou
5asrvkdSnlYlHap3ldDNyE5opeI,Daniel Auteuil
0Pascal Duquenne,Pascal Duquenne
4ICUjOwcaRPbUud8uHFgWkNODvc,Richard Lewis
joHGUtEmXzJkH6ogEliiUKT9MNa,Amanda Plummer
qmEBNepXpBuDnW3gdkY2sHeoGkq,Spalding Gray
igxYDQBbTEdAqaJxaW6ffqswmUU,Woody Harrelson
n9bgfSViact39jhtuWoU3D0uz6G,Courtney Love
5XBzD5WuTyVQZeS4VI25z2moMeY,Edward Norton
485V2gC6w1O9D96KUtKPyJpgm2j,Ben Affleck
q5RAaX57dLvlpigAhbX3lCb2dkZ,Alyssa Milano
4zjUldl3ykbgcLO7FxWppR6s7Ck,Sam Rockwell
0Oliver North,Oliver North
0Mark Goodin,Mark Goodin
mIgqL0UAEKSl1Ry58wgQYq2sAt6,Bill Clinton
hzBSOe6bburyMeeCqD9kR9tRfdD,Katharine Hepburn
9DtuGZrwsEFUE9VhrkHEUusF0hZ,Henry Fonda
5Yb3nmRWXXZAxNhfhEuOMdfyVNN,Jane Fonda
sCVIv2DGoC9U16anTjLwMxKBPZ,Peter Sellers
iZh3s9Vy9vYD4DYnAda6C1kdeco,Christopher Plummer
qcAxL1wpDEyzG5Eqre8jBgERuoV,Catherine Schell
nh2jiRCFa7TQdGB87k557LG0PtY,Phoebe Cates
aaKeDPbG40TrPV8OCN44vE9gtoa,Rik Mayall
2IkzpW9eYT0m1jhssQryvmN4gS6,Marsha Mason
ryF0KkljweLhPkQ70x6w3u9Qjjj,Ed Harris
vbZ1E557K5oj34xLHR5ErO8wPCi,Mary Elizabeth Mastrantonio
9oFLsADWQm2TvU8XzLIzBbjdMkU,Michael Biehn
9KWvPVeiLOXlOGl0XVyHZtJWQtx,Jamie Lee Curtis
0Ty Mitchell,Ty Mitchell
vlpRCDwne79zaLE0H14bs9NwX8p,Adrienne Barbeau
6g1d98oH4miG4k0ZiZWmF3Dt0bO,Kurt Russell
prcDQR2pp0b92j0G8rnX5kQeQk0,Lee Van Cleef
eVJGFCd8ikP6w0XjkuiTbsm65eD,Donald Pleasence
z4IALJKVQhxBqzI5ayUnvUMYaEG,Dee Wallace
i7olaWWHDaOIou49JMSkykl8nWt,Patrick Macnee
3QH2wJ1eVBLT3Vi2GNVO5TayXEB,Dennis Dugan
5uZWgMIrtAhUedma6RMhcjkxVP8,Yves Montand
cibkIAJN6ctlqHohhdDEcfbiCAL,Gérard Depardieu
5asrvkdSnlYlHap3ldDNyE5opeI,Daniel Auteuil
5uZWgMIrtAhUedma6RMhcjkxVP8,Yves Montand
5asrvkdSnlYlHap3ldDNyE5opeI,Daniel Auteuil
yPEWzvYnPsOy2BSDgMrhrQsIh0N,Emmanuelle Béart
u2g5VUylAJoXGWhoxFTLUmaX6O7,Goldie Hawn
b3hP3bHhDqWQfiuZWqhcIUUsPKT,Eileen Brennan
shxALvLVIGDF46jVmKZs0GGZpg4,Armand Assante
qmTXDGNxuuwQ4IGNHwxmCdjuTGk,Graham Chapman
kg63gNYQtGPi2fSNIvCnVAclCbi,John Cleese
fXPCAvoXW3gbpqWhzjePXSZ4VPi,Eric Idle
5n4Hr4VsciRGBlZKwxUgZCehM5A,Tony Ward
vtVlBQw9OaletV3EfYWwzMDFFQM,Bruce LaBruce
0Kevin P. Scott,Kevin P. Scott
3yQRnGSfbPWQDInZHTzzXsrAhUR,Moira Kelly
m2Y3Q0uyuW6htrn2W9UWCWMkpZu,Martin Sheen
yZfisRYu3aEDRa0AaEIjMhkmW8w,Lenny Von Dohlen
tQXIqTgD3oqCArMRwzRTfdeToRX,Al Hirschfeld
iCOzbSzCSUC6D9EcyXtVb2FRNu0,Lauren Bacall
atYugB0QfSHUsxUCVPFRDmjDv6h,Carol Channing
vgETs9dczUpp5ahiiWwlAUmXbhv,Muhammad Ali
7LZJVEP8iL9DQTBUDwHAnfKgmMI,George Foreman
bB5b0VZHFkoJP2BZzI3E0lmIt4O,Don King
rtupXNWLSILkwBBVgYamLvmJIkY,Peter Sallis
xqoiAIJUjYhR26S3rhLgWKQ6poH,Peter Hawkins
cibkIAJN6ctlqHohhdDEcfbiCAL,Gérard Depardieu
9WZnFcyqdixlOfqHKBXq0l0Rc4L,Nathalie Baye
4k2LRo1qCPMmhrK3iqYRg6xAYcu,Maurice Barrier
21xLDJ02TAHEf5Sb8QXtaLtcOZc,Petr Čepek
xyDo3C0VLseAqaP8jV5F3WTj45V,Jan Kraus
2dvrp1jbZ6WZ3TLH6ybUHjr4koC,Jiří Suchý
0Emilio Cigoli,Emilio Cigoli
9JXuxGER8qRdXdexJrzDbZB4oVu,Isa Pola
0Luciano De Ambrosis,Luciano De Ambrosis
dCusK8NWuHzrI3Abf8nDNfe3DfA,Mario Adorf
zFLhmkw38SeQAijXcKtZPtDkWwO,Angela Winkler
cy4DNG2FIrEGdoiKwhYt1KC6pqz,David Bennent
2F15qrkiDp4qhYJnXuFqINIBsHp,Peter O'Toole
uKsEHAt0AbUebvaCHOoVq5eQmp2,Alastair Sim
8QkpkLQvEnJQavSgZ4heaEujN0A,Arthur Lowe
keVDM0uUbKmo0yOVNrjMuKiH1B2,Romane Bohringer
bw1bIuyfyOyxRlx2qIKk4AwQLTU,Elsa Zylberstein
iJezGc9XjY0DFPs00SypkuKImFK,Greg Kinnear
paZsjbxC1yOw9U3zrrkzcElyaV3,Laurie Metcalf
flyIimpItY1RmYYXsHxw74uWfcX,Maria Pitillo
8DPwKPYUWqpHO2BBbYR3D9HlC1j,Phillip Rhee
bOKl8EPOKe0oWD15HxUKH1ugesg,Christopher McDonald
tpx72NUZwxZlcUgqWRxwbpvJjYo,Gina Gershon
hsCu1JUzQQ4pl7uFxAVFLOs9yHh,Tim Robbins
9TnBZoJchBufSi0WaooA3ZuhrGp,Giancarlo Esposito
7tADZs4ILE93oJ5pAh6mKQFEq2m,Alan Rickman
13vb0RuOI0t8I1y04pnz81vLptl,Philippe Noiret
5HRh3Ae5pbLB4sUgBz4Rzr9sSPJ,Jacques Perrin
jsGXp0sNG0CJYcqqi8NJHH2Usje,Marco Leonardi
v6372ku0d2Y28zUJ7mGrwaNQ04g,Richard Bohringer
3jdWkDKf4IODbG4JKTeaC7AzxZH,Michael Gambon
1reKRrsdsHXJaRVHVyOEg4oPTcZ,Helen Mirren
rIPUhNwGSglgKLgMQWz0JNCqIzf,Dominique Pinon
0Marie-Laure Dougnac,Marie-Laure Dougnac
s38aGneCsrxBj0YrBZBqv0uD9qU,Jean-Claude Dreyfus
zAPrLHBCUuAW6GkuFtwqeutWTWC,Irène Jacob
0Halina Gryglaszewska,Halina Gryglaszewska
64YFCcB1D6FfPV7WE8OTEf2WP2V,Philippe Volter
nJCPwGpzaJlet1tzXAujjDYCMdK,Josie Lawrence
iPQXcRoLVz63FHS1fNh10jqXJBD,Miranda Richardson
un5wsOnz22Rvl82niE0LGAVxggQ,Joan Plowright
tsuLHw2TD8EtvIAEgYQu9l2kQkC,Kirk Douglas
kw49AcV9vDgTZY2ts6qrPHSTS76,Ralph Meeker
88FfjxT3cFDIbCIK0UmwyjEF6tU,Adolphe Menjou
6hnYeHa7Rc1w1MmQ3JsLSIb7yCX,Anjelica Huston
lJ05lxBFZXJAZvmjp1ARxUmwrhA,John Cusack
bs4hB5t2mHMn6C2ZGOlP5LfSEPe,Annette Bening
HFUK7qNQGuuvIh2ZmU1D2x3Iyf,Ned Beatty
AwiptVRftEIwXSM8C4izNVQtQL7,Adrian Dunbar
iHUWICdusPNhqvZATGCuFfruW5a,Tara Fitzgerald
tJr9GcmGNHhLVVEH3i7QYbj6hBi,Ralph Fiennes
9khM8zk1kZ3AggiNVED5LLkFsPS,Juliette Binoche
ui8e4sgZAwMPi3hzEO53jyBJF9B,Willem Dafoe
i7idHOw21i3RNO8IrVKkGlcAyOd,Diego Abatantuono
Au3H49qjanQA2hYIrN6tNyyirxy,Claudio Bigagli
c38oQexxu4ItKbN8RYDD01cGtan,Giuseppe Cederna
1ZQIlcZVurEXQv9SCslMtyitCrM,Daniel Day-Lewis
rjJVgRVygeIUNhP2OWyGBPM9c3u,Brenda Fricker
0Alison Whelan,Alison Whelan
xq68QEPBJVu6kwDa4sEQ1HvSlMK,Andie MacDowell
paHKF5w1Yr0fIL1eKVMDQOmZB1n,Peter Gallagher
ccSBn22AdxXVbbjfzBrMkKlJKV9,James Spader
qqdaaFLEPXbB8thVJJkYJ4WoAuj,Mary McDonnell
70AVFDROBAeVhWDEMKWfXPpBVYq,Alfre Woodard
0Lenore Banks,Lenore Banks
gXEO8zldIKrGE8RotBNXsQLRfgV,Paul Mercurio
0Tara Morice,Tara Morice
gvrRsTfx47KupgRwTKp0gqryHPe,Bill Hunter
0Randall Adams,Randall Adams
0David Harris,David Harris
0Gus Rose,Gus Rose
eXI42Fp7MIGHxEzmAX20I94CZi6,Victoria Abril
50GhCzQuaI5Ul01NEyJZloeVP7g,Antonio Banderas
vI4x3s9s7hqf1mUnCHa1ieJwnc3,Loles León
kpZhOceJy9p2km0JTy3ojSp9zEc,Madonna
fMDFeVf0pjopTJbyRSLFwNDm8Wr,Al Pacino
bykmxJHLfbFM3NT05RZXhx8YTzF,Kevin Costner
0Carmen Xtravaganza,Carmen Xtravaganza
0Brooke Xtravaganza,Brooke Xtravaganza
0Andre Christian,Andre Christian
6h12pZsgj3WWjMtykUgfLkLEBWz,Jack Nicholson
hN15em5LqXqDe1QgDa6lXK9fx3z,Louise Fletcher
uLW4Y9yjtwxtVmcJfwHZ7sKJai4,Danny DeVito
eecHDNRn9K80ZcuSocsMhQb2G1i,Cheech Marin
xjAZc5IB4iPAlqpUbtM1LkcUAhI,Tommy Chong
mHJudNvMY5eoFpDZmr3Xa2rqU93,Strother Martin
zMQ93JTLW8KxusKhOlHFZhih3YQ,Mark Hamill
6MQgrJvdTPFvyErIgn0B2lTLVhr,Harrison Ford
rfJtncHewKVnHjqpIZvjn24ESeC,Carrie Fisher
9UszBdQJ9PmyBydIeIBxlStozhW,Cary Elwes
3IvlZd2PpT3Tuxy8lr6ymWLyoNU,Robin Wright
1PeZ6roZvkcoyZZbvoSIWTgGe3a,Mandy Patinkin
6MQgrJvdTPFvyErIgn0B2lTLVhr,Harrison Ford
hj1RlVnieS4jp9fKmiSirjKhA0a,Karen Allen
mLDHLughdhSe6AqsklX0Zhjk9Rx,Paul Freeman
zwSv5uXzPTtmitFe39UdqnVwmdL,Jonathan Pryce
cT8htcckIuyI1Lqwt1CvD02ynTh,Robert De Niro
ewqxAgTyclJLwQi4WWU5QZiCM0Q,Katherine Helmond
sHWCLx54yLtaFtppp5ADjAsrWIc,Sigourney Weaver
pQezLMMjYw6k2sQKmsNbWNcGgHx,Carrie Henn
9oFLsADWQm2TvU8XzLIzBbjdMkU,Michael Biehn
dU35NnjZ4aGw5abIJe3WXVf3Eey,Clint Eastwood
cjOzKNXOrwc8ZgGWmJEM8A3HZ19,Eli Wallach
prcDQR2pp0b92j0G8rnX5kQeQk0,Lee Van Cleef
6UXv8E4WWvRCKMQx1FQ0FJVyu0a,Richard E. Grant
4NAtQI30CAaJuQRiot9twe7J9t9,Paul McGann
3xJvWe2qoWJZUQ3BdWdZdMT4CvB,Richard Griffiths
2j4LJJfTPQtvnjp8LfSGOvWFATO,Martin Balsam
6vfLLGeGuO6Ko0VRnyhgE2v6RUu,John Fiedler
yxMxBvM0PZwu7YXQamG0kFwt9DZ,Lee J. Cobb
2F15qrkiDp4qhYJnXuFqINIBsHp,Peter O'Toole
zEZq6w8ixTFZ7xuP67PdE1YSc1,Omar Sharif
4SzPZhHt2irzwPxLp42oFxbYwcW,Alec Guinness
hL8ep4Hqj6izX7IlzE7Bbcfq62w,Malcolm McDowell
99xStF5zQy6qkDxLnIVaKD3urzI,Patrick Magee
l5uL3lLGxEM448fAlCvyoBI27zP,Adrienne Corri
2sJMOZo8YQLWCWDZzwv8wlryLWY,Gregory Peck
kReLwlEfN7c5Aer1TSdaL6Y4qG1,John Megna
jfo6pBjtVvwYKRKIFdjPJDu4N3z,Frank Overton
m2Y3Q0uyuW6htrn2W9UWCWMkpZu,Martin Sheen
vklkhX4QlRKnEG8ylhWzoBdcuev,Marlon Brando
ybMmK25h4IVtfE7qrnlVp47RQlh,Robert Duvall
eSNCcnxtBJf0AIAB4k7jpFJNwcD,Claudia Cardinale
9DtuGZrwsEFUE9VhrkHEUusF0hZ,Henry Fonda
9y0HAtWWBkB02gVzh8QDdz6UYZH,Jason Robards
